Post,Intensity
拉倒吧你，每一个知识点都不一样，难度也不同，课后不需要巩固是吗，学校那么多科目，学校的时间够用吗，成天提些不切实际的建议来，学生学不到知识，谁都不要怪，就怪提这个破建议的你，成吗? ,0.8
每次看到这种新闻真的要吐了你们倒是来体验一下底层教师的日常工作? ,0.8
怎么不建议给老师涨工资，就老师那点工资，身为家长都替教育部门感到汗颜。我儿子上的小学，外聘老师一个月2800，能特么干啥？就这2800工资我下班不回家给你看孩子写作业？做梦去吧。2郑州? ,0.8
吃饱了撑着，老师就没有自己的事情，? ,0.8
纯属于哗众取宠一本正经的胡说八道。? ,0.8
代表好想法，数语外物化生政史地每科几小时完成?在校内完成，老师是否需要看护陪同?对于七点就上班的老师，代表希望老师几点下班合适?。。。。早七点，晚七点，凑够12小时看护吗？? ,0.8
最近都是一些什么奇奇怪怪的建议。让学生在校内完成家庭作业，回去就可以疯狂的玩了，我初中也这样，书包都懒得带回去。但是这怎么可能全都实现？作业在哪里写，在什么时候写都是自由，代表管的这么宽嘛？想和同学一起回家写还不行，必须要留校到晚上七、八点钟写完作业了才能回家吗？收起全文d ,0.8
不管怎么减负，上有政策下有对策，而且根本没有看到过真的减负，也没有完全执行过！再者老师也是人，家长孩子也都不容易！！！当今谁会怎么存在减负？现在贫富差异本来就很大，老百姓不努力更加追不上富二富三代了，说不定连最基本的保障都难！? ,0.8
我懂了老师没有家。老师在学校睡就行。? ,0.8
认真讲噢，是不是其他地方的学生家长都不会推卸责任啊。如果他留下来做作业就是不做，干耗时间，他不做作业这个责任是不是家长可以指责老师问说：为什么我孩子不完成作业啊？？老师是不是要卑躬屈膝负全责啊? ,0.8
记得我们小学那会基本都在校内完成的，好像老师还专门留有时间给我们写作业。这些年一直喊减负，越减越重越减越重，特别是TM那些私人学校，作业贼多，屁事贼多……? ,0.8
又想减负又想要成绩，您在想屁吃。还有老师，既想给老师增负，还发那么点工资，666。? ,0.8
话说没人奇怪提出这种建议的人怎么当上的代表吗？他代表的又是谁？? ,0.8
是，老师都是神仙，学生都是天才。上课都是一点就通，一学就会。一天就那几节课，就能把所有的知识点都讲完还能做完练习和巩固。反正最后考不上好学校，他也不负责给你找工作，也不会养着你。? ,0.8
这是把老师当成全职保姆吗？中午盯午休，晚上盯作业。到底是为孩子教学的，还是为家长服务，让家长安心工作的？? ,0.8
不拿回家的作业叫什么家庭作业？？？老师也有自己的生活啊，老师也有自己的孩子啊老师不辛苦吗？？？？有些学生在校也未必见得会完成啊? ,0.8
在这种全民捞钱的大环境下，头痛医头脚痛医脚的零零碎碎的小敲小打，显然无法根治一个社会的问题。村骗乡，乡骗县，一直骗到GWY。GWY下文件，一层一层往下念，念完文件进饭店，文件根本不兑现。这40个字，是官僚主义形式主义层层作秀的真实写照。。。。。? ,0.8
这两条简直在放屁出政策的人要不你来实施吧，这些作业打卡app是我们老师研发出来让学生下载的吗？还好意思出政策，你们是活在什么理想世界吗？布置一堆形式主义的任务，还要求老师限时完成，家长嫌老师烦，领导嫌老师慢，还不允??? ,0.8
家长喊累，老师抱怨，孩子确实也压力大，怪谁呢？? ,0.8
那请问老师要几点下班？还延长课后服务？老师自己的家庭要不要照顾？一拍脑门子想的什么狗屁建议？家庭作业homework！意思就是回了家也要巩固知识！都在学校做了还叫屁家庭作业！请这位代表亲自去高中实践一学期再逼逼也不迟！? ,0.8
哇哦真厉害所以那由谁来看班呢怎么不直接建议学生住学校算了老师就活该是免费的保姆呗? ,0.8
感觉这就是在侮辱学生的智商！很少有听不懂的，真有特殊情况，那您该报班报班！还真觉得留校的学生真的就可以得到提升吗？确定留下来的不是在一起“王者荣耀”“和平精英”又或者“狼人杀”...怎么可能会“联机游戏”？“手机”禁止带入校园！请问前段时间的这段视频是谁录制的？这个建议从头到尾都是瑕疵，彻底的分裂！家长有事儿的，学生放托管，没事儿的该回家回家！我记得上学那段时间，凡是上完一天最后一节课后，班主任点名留下来需要在校完成作业的，就那么几个，之后越来越少...！好好想想...留下来等着表扬吗？这建议真是可笑...！收起全文d ,0.8
。。。。。啊啊啊啊啊啊。。。。。。。。烦啊。。。。。不想晚辅不想晚辅。。学生不想。。老师也不想。。。家长也不想。。。。哪个宝批龙想的。。。交的那么点钱还要一级一级提成。。。我为什么要这么累。。。? ,0.8
都在校内完成了还叫啥家庭作业啊？合着回家了不用学吗？真当人人是天才呢，在学校上几节课就能考好高中好大学？而且有些学生即使在学校被老师盯着也完不成作业（睡前一吐槽）? ,0.8
那么学校作业什么时候去完成？上课时间么？老师没有家庭没有生活吗？? ,0.8
应该建议成立孩子代养机构，生下来就替家长照顾，大学毕业能挣钱了，再给家长发回去? ,0.8
看到这个热搜底下家长们的评论，真的觉得后悔入行了。还是随便打个什么工好，现在好多职业工资都变得比这个职业可观了。老师也是人，也要养家糊口。一天24小时待命，还被人不理解真的是太痛苦了，太煎熬了。当初选择教师的时候被一腔正气冲昏了头，如今却身心疲惫? ,0.8
不是，家庭作业，家庭作业，这题目上就是家庭作业，在学校做了还算什么家庭作业？？？做完了然后呢？回家还有一堆什么乱七八糟的课外作业，然后家长就会说，在学校作业都做完了，回来的时间就是用来提高自己的（别杠，刚就是你对。）那请问我们几点放学呢？？？哦，我们不放学，老师不休息，当我们都住学校呢？本我们现在就1点才睡觉，做个啥演讲PPT啥的12点多才能睡，在学校做完作业？做梦去吧！还做完？都不用回家了，全班在课桌上趴一会，哦！第二天开始上课了……收起全文d ,0.8
请没有在教学一线工作过十年以上的代表们对教育闭嘴? ,0.8
不会建议的话请不要瞎建议！真得是醉了！? ,0.8
看过别人算假期，公务员工资比教师高，假期算下来也比老师长。教师隐形加班的时间是无限长的。（没有对立公务员和教师，以上是公务员自己算的，大家都是基层的韭菜。）? ,0.8
亲亲，这边建议老师不用结婚，不用生娃，可以直接拎包入住学校，二十四小时随叫随到多好。反正不用备课，不用改试卷，不用改作业，也不用总结学生学习状况，这些不是随手一拍就能解决的，再苦不能苦孩子，老师是铁打的，熬不坏的超人嘛，真不用考虑收起全文d ,0.8
？这代表是不是有孩子不做作业还管不了的这是什么阴间提议老师不是菩萨? ,0.8
知不知道高中生一天作业有多少啊不把高中生当人看? ,0.8
这代表是谁啊？是什么人？他懂教育吗？什么是家庭～作业他是不是不知道？家庭作业是给孩子和家长争进感情的一条路线，代表同志应该去先学习一下教育，再来这里说话，太没文化了。2深圳·万科?金域华府? ,0.8
学生一直写不完老师就一直待在学校陪着？那老师全天24小时待在学校无休工作算了? ,0.8
中国教育改革，越改越畸形，我们小时候读书多快乐啊，一点不影响我们考大学！2广州·吉祥北园? ,0.8
所以老师就不用结婚不用生孩子不用照顾家里老人了，把时间都放在学校，教室里打地铺得了? ,0.8
这个建议可行性有多大？是让老师布置作业少点呢？还是晚点放学呢？教育最前线是校长还是老师呢？老师布置作业的目的是什么呢？请问这位校长，你们学校还考核老师吗？工厂可以搞标准自动化，老师布置作业是考核学生的课堂学习结果，作业也能标准化吗？考试学生分考低了，怎么办校长？2郑州收起全文d ,0.8
坚决反对，决不可去，根本就是不尊重教育的科学化。难怪心理学在中国根本得不到重视。请去学学，什么叫艾兵浩斯遗忘曲线！回家做作业是为了可以让孩子能够更好的更牢固地将知识记住。没有这个过程，学习将大打折扣。还有不要误人子弟说什么素质教育如何如何如何。看看全国卷几个地方实行素质教育？很多地方都在实行应试教育，就是现在有这些所谓的不切实际的委员，你再看看，尤其是上海旁边的几个小地方，学上海的素质教育局结果升学是应试教育，最后呢？几乎整个城市的孩子变得没有出路。你们到底是在坑下一代，还是只谋求自己的政治资本？拍脑袋做事？最重要的一点，用人单位如何看待就业人员。没有那个基础，就别胡说八道。学不学，考试不过，整天搞那些东西，请问最后单位看你什么？还不是一张文聘？你就说什么时候彻底解决那个东西的再谈这些教育改革，不然就是空谈误国！收起全文d ,0.8
